approx_time,brandes_time,epsilon,nodes
0.3692742,3.0085202,0.4,2000
0.4037264999999999,3.0085202,0.2,2000
0.7792817000000003,3.0085202,0.1,2000
2.0450233000000004,3.0085202,0.05,2000
7.3903507,3.0085202,0.025,2000
1.2256763999999976,15.5364555,0.4,4000
1.3663196000000042,15.5364555,0.2,4000
2.1099523999999974,15.5364555,0.1,4000
4.987190299999995,15.5364555,0.05,4000
16.712195099999995,15.5364555,0.025,4000
2.5798546999999985,40.9865998,0.4,6000
2.7569080999999898,40.9865998,0.2,6000
4.195654499999989,40.9865998,0.1,6000
8.932265999999998,40.9865998,0.05,6000
28.18682559999999,40.9865998,0.025,6000
8.589522399999964,288.1561658,0.4,8000
5.100601200000028,288.1561658,0.2,8000
7.236971199999971,288.1561658,0.1,8000
15.588688200000036,288.1561658,0.05,8000
46.05732729999994,288.1561658,0.025,8000
16.54436450000003,1390.2330980000002,0.4,10000
7.188979700000118,1390.2330980000002,0.2,10000
9.533447300000034,1390.2330980000002,0.1,10000
18.83249160000014,1390.2330980000002,0.05,10000
62.099438599999985,1390.2330980000002,0.025,10000
0.4962710000002062,3.2761734999999135,0.4,2000
0.3971354000000247,3.2761734999999135,0.2,2000
0.7261697999999797,3.2761734999999135,0.1,2000
2.0759988999998313,3.2761734999999135,0.05,2000
7.275624899999912,3.2761734999999135,0.025,2000
1.131796299999678,16.465847699999813,0.4,4000
1.3590298999997685,16.465847699999813,0.2,4000
2.087350400000105,16.465847699999813,0.1,4000
5.058814699999857,16.465847699999813,0.05,4000
17.178386900000078,16.465847699999813,0.025,4000
2.501628499999697,42.36864489999971,0.4,6000
2.7295192999999927,42.36864489999971,0.2,6000
4.151028699999642,42.36864489999971,0.1,6000
8.862850299999991,42.36864489999971,0.05,6000
28.323667200000273,42.36864489999971,0.025,6000
5.093351299999995,101.70311919999995,0.4,8000
4.48148190000029,101.70311919999995,0.2,8000
6.232596000000285,101.70311919999995,0.1,8000
13.70457069999975,101.70311919999995,0.05,8000
41.92271750000009,101.70311919999995,0.025,8000
12.732177099999717,838.4242103000001,0.4,10000
7.42228010000008,838.4242103000001,0.2,10000
9.6691165000002,838.4242103000001,0.1,10000
19.187092600000142,838.4242103000001,0.05,10000
57.33696310000005,838.4242103000001,0.025,10000
0.3277498999996169,3.488804600000094,0.4,2000
0.555094199999985,3.488804600000094,0.2,2000
0.7366465000000062,3.488804600000094,0.1,2000
2.073380199999974,3.488804600000094,0.05,2000
7.377678399999695,3.488804600000094,0.025,2000
1.2610789000000295,16.574476499999946,0.4,4000
1.3767724999997881,16.574476499999946,0.2,4000
2.10367049999968,16.574476499999946,0.1,4000
4.990397100000337,16.574476499999946,0.05,4000
16.86101299999973,16.574476499999946,0.025,4000
2.6043534999998883,43.17205520000016,0.4,6000
2.9011544999998478,43.17205520000016,0.2,6000
4.164846399999988,43.17205520000016,0.1,6000
9.156821900000068,43.17205520000016,0.05,6000
28.785043100000166,43.17205520000016,0.025,6000
5.258577900000091,100.19798720000017,0.4,8000
4.51205149999987,100.19798720000017,0.2,8000
6.256292600000052,100.19798720000017,0.1,8000
13.636525299999903,100.19798720000017,0.05,8000
42.344730300000265,100.19798720000017,0.025,8000
13.952628500000174,1023.6191175999998,0.4,10000
7.256173099999614,1023.6191175999998,0.2,10000
9.485897600000499,1023.6191175999998,0.1,10000
19.42347819999941,1023.6191175999998,0.05,10000
57.65843659999973,1023.6191175999998,0.025,10000
0.3287625000002663,3.207585199999812,0.4,2000
0.5330464999997275,3.207585199999812,0.2,2000
0.7639570000001186,3.207585199999812,0.1,2000
2.0609580999998798,3.207585199999812,0.05,2000
7.3175685000005615,3.207585199999812,0.025,2000
1.2446833999993032,16.04096539999955,0.4,4000
1.510847399999875,16.04096539999955,0.2,4000
2.128862300000037,16.04096539999955,0.1,4000
5.220790599999418,16.04096539999955,0.05,4000
17.806728999999905,16.04096539999955,0.025,4000
2.4403888999995615,44.2787543000004,0.4,6000
2.6970631000003777,44.2787543000004,0.2,6000
4.008986900000309,44.2787543000004,0.1,6000
8.749169799999436,44.2787543000004,0.05,6000
28.045664399999623,44.2787543000004,0.025,6000
6.376515800000561,97.90944069999932,0.4,8000
4.658752800000002,97.90944069999932,0.2,8000
6.47351609999987,97.90944069999932,0.1,8000
13.88239969999995,97.90944069999932,0.05,8000
44.362234800000806,97.90944069999932,0.025,8000
10.636670399999275,871.1896005999997,0.4,10000
7.3185309999998935,871.1896005999997,0.2,10000
9.69889559999956,871.1896005999997,0.1,10000
19.710920299999998,871.1896005999997,0.05,10000
59.34740510000029,871.1896005999997,0.025,10000
0.3393292000000656,3.6024663999996847,0.4,2000
0.42541090000031545,3.6024663999996847,0.2,2000
0.7483017000004111,3.6024663999996847,0.1,2000
2.18105579999974,3.6024663999996847,0.05,2000
7.427170200000546,3.6024663999996847,0.025,2000
1.2117186999994374,15.801356900000428,0.4,4000
1.3585413999999219,15.801356900000428,0.2,4000
2.061313899999732,15.801356900000428,0.1,4000
5.181115499999578,15.801356900000428,0.05,4000
17.747798399999738,15.801356900000428,0.025,4000
2.4708419999997204,43.334981300000436,0.4,6000
2.740009799999825,43.334981300000436,0.2,6000
3.96619709999959,43.334981300000436,0.1,6000
8.883416800000305,43.334981300000436,0.05,6000
28.46171510000022,43.334981300000436,0.025,6000
5.90261400000054,97.82910650000031,0.4,8000
4.741729500000474,97.82910650000031,0.2,8000
6.595326700000442,97.82910650000031,0.1,8000
14.064935700000206,97.82910650000031,0.05,8000
43.91742059999979,97.82910650000031,0.025,8000
13.96024370000032,847.0167529,0.4,10000
7.040142799999558,847.0167529,0.2,10000
9.569947099999808,847.0167529,0.1,10000
19.545734899999843,847.0167529,0.05,10000
60.00392000000011,847.0167529,0.025,10000
,,,
