array_err,array_mean,matrix_err,matrix_mean,n,spilu_err,spilu_mean
0.0026513764248782394,0.36651965999999997,0.005119198126660163,0.22961840000000003,2000,0.07164061946534493,1.8007337399999996
0.01391331024143438,2.3438949399999998,0.03861111044717352,1.9052877,4000,0.199551956654803,10.1344724
0.055164100984910355,7.092878619999999,0.022364254687650933,5.461140359999993,6000,0.2923372066116115,26.321709320000004
0.2317350670443837,16.11457177999997,0.06535304057561078,14.428878900000006,8000,0.4079567070857112,50.61586049999998
0.349726566345693,31.19315777999998,0.4002925370174706,27.13975327999999,10000,0.2864815836896195,84.45776660000001
,,,,,,
