edges,graph_name,method_name,nodes,time
183831,Email-Enron.txt,approx,36692,41.845708099999996
183831,Email-Enron.txt,approx,36692,41.7738063
183831,Email-Enron.txt,approx,36692,41.60200780000001
183831,Email-Enron.txt,approx,36692,41.801694499999996
183831,Email-Enron.txt,approx,36692,42.05230839999999
