approx,exact,n,residual,abs_error,sqr_error
0.008167617628639585,0.0074139591383987295,0,-0.0007536584902408557,0.0007536584902408557,5.680011199121259e-07
0.003791253163765944,0.0034819935105097504,1,-0.0003092596532561936,0.0003092596532561936,9.564153313214109e-08
0.001009555873057995,0.0016583159095392565,2,0.0006487600364812615,0.0006487600364812615,4.208895849351678e-07
0.003854305313155259,0.004420202826718798,3,0.0005658975135635395,0.0005658975135635395,3.2023999585739634e-07
0.01565622463319129,0.0180731467822996,4,0.0024169221491083075,0.0024169221491083075,5.841512674850319e-06
0.009939401086768935,0.010362150321721822,5,0.00042274923495288705,0.00042274923495288705,1.787169156532513e-07
0.022866527035933164,0.025890545143064003,6,0.0030240181071308388,0.0030240181071308388,9.14468551225518e-06
0.0015798195234386807,0.001115491889023444,7,-0.00046432763441523676,0.00046432763441523676,2.1560015208164976e-07
0.002124713893442116,0.0018754934638408312,8,-0.00024922042960128497,0.00024922042960128497,6.211082253064904e-08
0.0034132224940345256,0.004246873010476556,9,0.0008336505164420306,0.0008336505164420306,6.949731835640644e-07
0.0029761246819414626,0.0032951972088548884,10,0.00031907252691342576,0.00031907252691342576,1.018072774309188e-07
0.027941599179079485,0.03100815560800207,11,0.0030665564289225865,0.0030665564289225865,9.403768331766446e-06
0.007648523720852551,0.00969088259960844,12,0.0020423588787558894,0.0020423588787558894,4.1712297896330135e-06
0.010364910743795752,0.010616951064643854,13,0.0002520403208481018,0.0002520403208481018,6.35243233332141e-08
0.0012938854303252176,0.0014020774347127819,14,0.00010819200438756432,0.00010819200438756432,1.1705509813398738e-08
0.0162792811743319,0.018278796792065705,15,0.0019995156177338054,0.0019995156177338054,3.998062705561401e-06
0.017149822680806715,0.019491388611041407,16,0.0023415659302346917,0.0023415659302346917,5.482931005635857e-06
0.007618872338010451,0.009180555303294596,17,0.0015616829652841452,0.0015616829652841452,2.4388536840586805e-06
0.0,1.2578584320841322e-16,18,1.2578584320841322e-16,1.2578584320841322e-16,1.5822078351651513e-32
0.012659885274779195,0.01093760197193822,19,-0.0017222833028409743,0.0017222833028409743,2.966259775244815e-06
0.02713616135238414,0.03370507766011971,20,0.006568916307735567,0.006568916307735567,4.315066145803428e-05
0.0018829967101309175,0.002203286311984984,21,0.00032028960185406644,0.00032028960185406644,1.0258542905583641e-07
0.0010775067682581392,0.001546898387116367,22,0.0004693916188582279,0.0004693916188582279,2.203284918543479e-07
0.011392190355465334,0.012083632797805981,23,0.0006914424423406472,0.0006914424423406472,4.780926510699992e-07
0.008477776161443976,0.008741269011707763,24,0.00026349285026378705,0.00026349285026378705,6.94284821401345e-08
0.007765264578136237,0.00951098606148282,25,0.0017457214833465828,0.0017457214833465828,3.0475434974177932e-06
0.0028971812831818174,0.0034056790699505232,26,0.0005084977867687059,0.0005084977867687059,2.5856999914867224e-07
0.022713443538501573,0.02439662714761911,27,0.0016831836091175355,0.0016831836091175355,2.8331070620019325e-06
0.0,2.1304159265881748e-19,28,2.1304159265881748e-19,2.1304159265881748e-19,4.538672020260551e-38
0.0023148053486733594,0.0028821312699982143,29,0.000567325921324855,0.000567325921324855,3.2185870100709554e-07
0.0006923436381719528,0.0008098467314796924,30,0.0001175030933077396,0.0001175030933077396,1.380697693688736e-08
0.019338447329853143,0.022927415718300457,31,0.003588968388447314,0.003588968388447314,1.288069409327411e-05
0.010327307387060829,0.01134557569846981,32,0.0010182683114089812,0.0010182683114089812,1.036870354019698e-06
0.008543103809348356,0.009399739496902582,33,0.0008566356875542268,0.0008566356875542268,7.338247011915028e-07
0.004672680132024404,0.006122899652158751,34,0.001450219520134347,0.001450219520134347,2.1031366565786957e-06
0.003082881010046301,0.0033597012615162597,35,0.0002768202514699587,0.0002768202514699587,7.662945162389116e-08
0.018111347009451412,0.020806742807546186,36,0.002695395798094774,0.002695395798094774,7.265158508386964e-06
0.004877769024749474,0.007933169745613656,37,0.0030554007208641824,0.0030554007208641824,9.335473565057365e-06
0.0,6.374796691528322e-19,38,6.374796691528322e-19,6.374796691528322e-19,4.063803285832044e-37
0.0,8.248575641631743e-18,39,8.248575641631743e-18,8.248575641631743e-18,6.803900011572052e-35
0.013368079262500832,0.01447780083204716,40,0.0011097215695463278,0.0011097215695463278,1.2314819619163652e-06
0.023805470840014206,0.02568475785028904,41,0.0018792870102748334,0.0018792870102748334,3.5317196669877217e-06
0.010309621009435343,0.011502756480910013,42,0.0011931354714746698,0.0011931354714746698,1.4235722532910825e-06
0.008885499398755346,0.009909629729032867,43,0.0010241303302775204,0.0010241303302775204,1.0488429333943432e-06
0.0192638146396638,0.020739878184979663,44,0.0014760635453158616,0.0014760635453158616,2.1787635898104307e-06
0.02127045962261789,0.022069870604108165,45,0.0007994109814902749,0.0007994109814902749,6.390579173272446e-07
0.0,9.183161964330387e-17,46,9.183161964330387e-17,9.183161964330387e-17,8.433046366312433e-33
0.006400204842376411,0.006594694515134376,47,0.00019448967275796473,0.00019448967275796473,3.782623280950021e-08
0.009512016253557706,0.011118948342860525,48,0.0016069320893028188,0.0016069320893028188,2.5822307396311224e-06
0.008822380764272579,0.010368231575440248,49,0.0015458508111676691,0.0015458508111676691,2.389654730387741e-06
0.006303374014933264,0.006469063850727998,50,0.00016568983579473388,0.00016568983579473388,2.7453121685685876e-08
0.0014989822150070931,0.0015667464021080061,51,6.7764187100913e-05,6.7764187100913e-05,4.591985053447543e-09
0.0016419318427578539,0.0017861004057009538,52,0.00014416856294309998,0.00014416856294309998,2.078457454107858e-08
