edges,graph_name,method_name,nodes,time
2002,_,brandes,400,0.15936329999999543
2012,_,nx,400,2.2757451999999603
2012,_,brandes,400,0.16929569999996374
2061,_,nx,400,2.316837499999963
2061,_,brandes,400,0.1615312000000131
1972,_,nx,400,2.2213412000000403
1972,_,brandes,400,0.15637040000001434
2000,_,nx,400,2.2590149999999767
2000,_,brandes,400,0.167951300000027
1935,_,nx,400,2.1892789000000334
1935,_,brandes,400,0.20865220000001727
2007,_,nx,400,2.2734004999999797
2007,_,brandes,400,0.15935609999996814
1980,_,nx,400,2.241786100000013
1980,_,brandes,400,0.16350199999999404
1974,_,nx,400,2.2262124000000085
1974,_,brandes,400,0.16045120000001134
1972,_,nx,400,2.230324200000041
1972,_,brandes,400,0.16067050000003746
2058,_,nx,400,2.326697999999965
2058,_,brandes,400,0.16516999999998916
2004,_,nx,400,2.279307700000004
2004,_,brandes,400,0.16453529999995453
2052,_,nx,400,2.316179200000022
2052,_,brandes,400,0.16590730000001486
1946,_,nx,400,2.1960454000000027
1946,_,brandes,400,0.16076090000001386
2018,_,nx,400,2.272094299999992
2018,_,brandes,400,0.16515319999996336
2044,_,nx,400,2.308383499999991
2044,_,brandes,400,0.16217069999999012
1984,_,nx,400,2.2993311000000176
1984,_,brandes,400,0.15901349999995773
1966,_,nx,400,2.2234564999999975
1966,_,brandes,400,0.1583084000000099
1991,_,nx,400,2.234726300000034
1991,_,brandes,400,0.15980169999994587
1993,_,nx,400,2.2438596000000075
1993,_,brandes,400,0.15892159999998512
2012,_,nx,400,2.2486923999999817
2012,_,brandes,400,0.16808900000000904
2074,_,nx,400,2.3503603999999996
2074,_,brandes,400,0.1662681000000248
2024,_,nx,400,2.284030400000006
2024,_,brandes,400,0.16378249999996797
1991,_,nx,400,2.2241715000000113
1991,_,brandes,400,0.16244839999995975
1988,_,nx,400,2.2362342000000126
1988,_,brandes,400,0.15754470000001675
1967,_,nx,400,2.204116899999974
1967,_,brandes,400,0.15554850000000897
2029,_,nx,400,2.3374639000000457
2029,_,brandes,400,0.1680029999999988
1931,_,nx,400,2.2020952999999963
1931,_,brandes,400,0.15720590000000811
1982,_,nx,400,2.2356161999999813
1982,_,brandes,400,0.16344529999997803
2032,_,nx,400,2.2888359999999466
2032,_,brandes,400,0.1612831000000483
2017,_,nx,400,2.2566562999999746
2017,_,brandes,400,0.163571099999956
2090,_,nx,400,2.3581775000000107
2090,_,brandes,400,0.1680029999999988
2004,_,nx,400,2.2418723000000114
2004,_,brandes,400,0.1593003000000408
2029,_,nx,400,2.296967400000028
2029,_,brandes,400,0.21151330000003554
2474,_,nx,500,3.4894309999999678
2474,_,brandes,500,0.22917239999998174
2555,_,nx,500,3.5917575000000284
2555,_,brandes,500,0.23473780000000488
2477,_,nx,500,3.5030810000000088
2477,_,brandes,500,0.22671439999999166
2537,_,nx,500,3.562288100000046
2537,_,brandes,500,0.23452839999998787
2532,_,nx,500,3.553046800000004
2532,_,brandes,500,0.23113379999995232
2575,_,nx,500,3.620347700000025
2575,_,brandes,500,0.24387659999996458
2540,_,nx,500,3.5489900000000034
2540,_,brandes,500,0.28559300000000576
2526,_,nx,500,3.5660927999999785
2526,_,brandes,500,0.23038730000001806
2558,_,nx,500,3.620591900000022
2558,_,brandes,500,0.23573050000004514
2486,_,nx,500,3.4995625000000246
2486,_,brandes,500,0.2311617999999953
2552,_,nx,500,3.598445999999967
2552,_,brandes,500,0.23169749999999567
2474,_,nx,500,3.4960733000000346
2474,_,brandes,500,0.2267555999999331
2479,_,nx,500,3.4768571000000748
2479,_,brandes,500,0.22425859999998465
2431,_,nx,500,3.4683436999999913
2431,_,brandes,500,0.2240166000000272
2448,_,nx,500,3.4532703999999512
2448,_,brandes,500,0.22413700000004155
2398,_,nx,500,3.390096299999982
2398,_,brandes,500,0.21934630000009747
2557,_,nx,499,3.603328499999975
2557,_,brandes,499,0.23382570000001124
2545,_,nx,500,3.5842828999999483
2545,_,brandes,500,0.2317003000000568
2413,_,nx,500,3.3545804000000317
2413,_,brandes,500,0.2243325999999115
2465,_,nx,500,3.476735299999973
2465,_,brandes,500,0.22806630000002315
2473,_,nx,500,3.4825106000000687
2473,_,brandes,500,0.2793897000000243
2456,_,nx,500,3.4653330000001006
2456,_,brandes,500,0.22383789999992132
2520,_,nx,500,3.5465272999999797
2520,_,brandes,500,0.23800619999997252
2493,_,nx,500,3.5250912999999855
2493,_,brandes,500,0.2275684999999612
2420,_,nx,500,3.406612599999903
2420,_,brandes,500,0.22575290000008863
2439,_,nx,500,3.4256440999999995
2439,_,brandes,500,0.21973979999995663
2535,_,nx,500,3.565086899999983
2535,_,brandes,500,0.23514460000001236
2632,_,nx,500,3.698833699999909
2632,_,brandes,500,0.24393699999995988
2435,_,nx,500,3.4014900999999327
2435,_,brandes,500,0.22567789999993693
2525,_,nx,500,3.6168175999999903
2525,_,brandes,500,0.23030710000000454
2435,_,nx,500,3.4561165000000074
2435,_,brandes,500,0.22653509999997823
2501,_,nx,500,3.673883299999943
2501,_,brandes,500,0.22599339999999302
2666,_,nx,500,3.7731119000000035
2666,_,brandes,500,0.24486260000003313
2464,_,nx,500,3.4565906999999925
2464,_,brandes,500,0.22637520000000677
2427,_,nx,500,3.3993445999999494
2427,_,brandes,500,0.22215370000003531
2402,_,nx,500,3.3552766999999903
2402,_,brandes,500,0.218708099999958
2478,_,nx,500,3.5420960999999807
2478,_,brandes,500,0.2262322999999924
2490,_,nx,500,3.5106132999999318
2490,_,brandes,500,0.2249651999999287
2481,_,nx,500,3.492547800000011
2481,_,brandes,500,0.22726909999994405
2520,_,nx,500,3.569968000000017
2520,_,brandes,500,0.2276397000000543
2459,_,nx,500,3.4625217999999904
2459,_,brandes,500,0.23052070000005642
2478,_,nx,500,3.4760875000000624
2478,_,brandes,500,0.2298888000000261
2480,_,nx,500,3.509248399999933
2480,_,brandes,500,0.22628609999992477
2438,_,nx,500,3.422990299999924
2438,_,brandes,500,0.2194349000000102
2517,_,nx,500,3.537742499999922
2517,_,brandes,500,0.227489300000002
2532,_,nx,500,3.5627187999999705
2532,_,brandes,500,0.23880699999995159
2477,_,nx,500,3.495752500000094
2477,_,brandes,500,0.22497999999995955
2472,_,nx,500,3.5132839999999987
2472,_,brandes,500,0.22867980000000898
2464,_,nx,500,3.490599599999996
2464,_,brandes,500,0.22444880000000467
2529,_,nx,500,3.5240479999999934
2529,_,brandes,500,0.23199369999997543
2554,_,nx,500,3.6388342000000193
2554,_,brandes,500,0.2347115999999687
2485,_,nx,500,3.512646299999915
2485,_,brandes,500,0.23061029999996663
2590,_,nx,500,3.655631900000003
2590,_,brandes,500,0.234790500000031
2514,_,nx,500,3.6090237999999317
2514,_,brandes,500,0.23605769999994664
2406,_,nx,500,3.4056492999999364
2406,_,brandes,500,0.2186288999999988
2569,_,nx,500,3.6471996999999874
2569,_,brandes,500,0.23672529999998915
2503,_,nx,500,3.5216312000000016
2503,_,brandes,500,0.23203860000000986
2484,_,nx,500,3.5176106999999774
2484,_,brandes,500,0.22531370000001516
2541,_,nx,500,3.6248127000000068
2541,_,brandes,500,0.2333836999999903
2519,_,nx,500,3.5447344000000385
2519,_,brandes,500,0.23085340000000087
2514,_,nx,500,3.5490879000000177
2514,_,brandes,500,0.23043059999997695
2418,_,nx,500,3.4189241000000266
2418,_,brandes,500,0.221961599999986
2615,_,nx,500,3.681834600000002
2615,_,brandes,500,0.24891789999992397
2517,_,nx,500,3.5703309000000445
2517,_,brandes,500,0.3432944999999563
2569,_,nx,500,3.6268027999999504
2569,_,brandes,500,0.23289359999989756
2470,_,nx,500,3.4408353000000034
2470,_,brandes,500,0.22843060000002424
2516,_,nx,500,3.5508638999999675
2516,_,brandes,500,0.22622950000004494
2391,_,nx,500,3.384329800000046
2391,_,brandes,500,0.22657330000004094
2485,_,nx,500,3.5325543000000152
2485,_,brandes,500,0.2274625999999671
2471,_,nx,500,3.4709959999999
2471,_,brandes,500,0.22858589999998458
2552,_,nx,500,3.6023095999998986
2552,_,brandes,500,0.23233649999997397
2403,_,nx,500,3.395121099999983
2403,_,brandes,500,0.22101939999993192
2425,_,nx,500,3.4708480000000463
2425,_,brandes,500,0.22891789999994216
2494,_,nx,500,3.5563855999999987
2494,_,brandes,500,0.22629009999991467
2532,_,nx,500,3.603227699999934
2532,_,brandes,500,0.22980459999996583
2533,_,nx,500,3.567733799999928
2533,_,brandes,500,0.2291390999999976
2467,_,nx,500,3.48864930000002
2467,_,brandes,500,0.2259344000000283
2480,_,nx,500,3.505106699999942
2480,_,brandes,500,0.23410150000006524
2513,_,nx,500,3.5351199000000406
2513,_,brandes,500,0.22471419999999398
2498,_,nx,500,3.578588399999944
2498,_,brandes,500,0.22820790000002944
2454,_,nx,500,3.4518543000000363
2454,_,brandes,500,0.22270109999999477
2551,_,nx,500,3.5894505999999637
2551,_,brandes,500,0.23320940000007795
2372,_,nx,500,3.3399987999999894
2372,_,brandes,500,0.2137819000000718
2424,_,nx,500,3.4476346999999805
2424,_,brandes,500,0.22065410000004704
2527,_,nx,500,3.5733066000000235
2527,_,brandes,500,0.22898720000000594
2412,_,nx,500,3.489405099999999
2412,_,brandes,500,0.21910760000002938
2439,_,nx,500,3.491308600000025
2439,_,brandes,500,0.22006490000001122
2486,_,nx,500,3.502470600000038
2486,_,brandes,500,0.22544910000010532
2526,_,nx,500,3.5502881999999545
2526,_,brandes,500,0.2381114999999454
2542,_,nx,500,3.61830759999998
2542,_,brandes,500,0.23543899999992846
2554,_,nx,500,3.613306800000032
2554,_,brandes,500,0.2366816999999628
2519,_,nx,500,3.5594686000000593
2519,_,brandes,500,0.22862800000007155
2450,_,nx,500,3.4438447999999653
2450,_,brandes,500,0.2230094999999892
2561,_,nx,500,3.608934099999942
2561,_,brandes,500,0.23652179999999134
2545,_,nx,500,3.6590737000000217
2545,_,brandes,500,0.2308528999999453
2509,_,nx,500,3.543664100000001
2509,_,brandes,500,0.23467379999999594
2473,_,nx,500,3.4832024999999476
2473,_,brandes,500,0.2230358999998998
2538,_,nx,499,3.552925099999925
2538,_,brandes,499,0.2367881000000125
2492,_,nx,500,3.5087665999999444
2492,_,brandes,500,0.23288339999999152
2591,_,nx,500,3.6561292000000094
2591,_,brandes,500,0.23546229999999468
2900,_,nx,600,4.97931630000005
2900,_,brandes,600,0.2965006000000585
3004,_,nx,599,5.034425299999953
3004,_,brandes,599,0.31020189999992454
2918,_,nx,600,4.852738000000045
2918,_,brandes,600,0.30237179999994623
3078,_,nx,600,5.189660099999969
3078,_,brandes,600,0.3182483000000502
3039,_,nx,600,5.0730259000000615
3039,_,brandes,600,0.320235700000012
3073,_,nx,600,5.148813700000005
3073,_,brandes,600,0.31206090000000586
2958,_,nx,600,4.970631700000013
2958,_,brandes,600,0.3601905999998962
2887,_,nx,600,4.904220699999996
2887,_,brandes,600,0.5539772000000767
2986,_,nx,600,5.017637400000012
2986,_,brandes,600,0.3082975999999462
2999,_,nx,600,5.02919159999999
2999,_,brandes,600,0.30864359999998214
3001,_,nx,600,5.059672099999943
3001,_,brandes,600,0.3156076000000212
2998,_,nx,600,5.047311899999954
2998,_,brandes,600,0.31400540000004185
3003,_,nx,600,5.128015399999981
3003,_,brandes,600,0.31146560000001955
3005,_,nx,600,5.0836206000000175
3005,_,brandes,600,0.31093670000007023
3035,_,nx,600,5.1094896000000745
3035,_,brandes,600,0.3127146999999013
3008,_,nx,600,5.078731000000062
3008,_,brandes,600,0.3100041999999803
3039,_,nx,600,5.056515399999967
3039,_,brandes,600,0.3105417999998963
2949,_,nx,600,5.06187209999996
2949,_,brandes,600,0.30865049999999883
2970,_,nx,600,4.9886664000000565
2970,_,brandes,600,0.7389769000000115
2976,_,nx,600,5.033440199999973
2976,_,brandes,600,0.30391179999992346
2941,_,nx,600,4.958913400000029
2941,_,brandes,600,0.30261380000001736
3022,_,nx,600,5.067562000000066
3022,_,brandes,600,0.3135773999999856
3138,_,nx,600,5.311233800000082
3138,_,brandes,600,0.32324770000002445
2988,_,nx,600,5.0671418999999105
2988,_,brandes,600,0.3039138000000321
2972,_,nx,600,5.022782099999972
2972,_,brandes,600,0.311721499999976
3068,_,nx,600,5.181156700000088
3068,_,brandes,600,0.3195032999999512
2971,_,nx,600,4.971623199999954
2971,_,brandes,600,0.3027837999999292
2980,_,nx,600,5.009023899999988
2980,_,brandes,600,0.30967759999998634
3038,_,nx,600,5.199238199999968
3038,_,brandes,600,0.3135010000000875
3009,_,nx,600,5.118760899999984
3009,_,brandes,600,0.4652264000000059
3037,_,nx,600,5.129023899999879
3037,_,brandes,600,0.31732629999987694
3074,_,nx,600,5.206267799999978
3074,_,brandes,600,0.3131126000000677
2952,_,nx,600,4.99473409999996
2952,_,brandes,600,0.30964380000000347
3051,_,nx,600,5.114506899999924
3051,_,brandes,600,0.3149748999999247
2951,_,nx,600,4.982357500000035
2951,_,brandes,600,0.3081681999999546
2960,_,nx,600,5.02411149999989
2960,_,brandes,600,0.3090503999999328
2955,_,nx,600,4.978319000000056
2955,_,brandes,600,0.30119250000007014
2960,_,nx,600,4.978563599999916
2960,_,brandes,600,0.3055091999999604
2976,_,nx,600,5.062472200000002
2976,_,brandes,600,0.30532289999996465
2931,_,nx,600,4.978084699999954
2931,_,brandes,600,0.3029272999999648
3012,_,nx,600,5.111298699999907
3012,_,brandes,600,0.854110799999944
3000,_,nx,600,5.051378500000055
3000,_,brandes,600,0.3137467999999899
2928,_,nx,600,4.988051599999835
2928,_,brandes,600,0.2989109999998618
3015,_,nx,600,5.096923699999934
3015,_,brandes,600,0.31350270000007185
3015,_,nx,600,5.085977200000116
3015,_,brandes,600,0.32132769999998345
3032,_,nx,600,5.211457699999983
3032,_,brandes,600,0.3152842000001783
2971,_,nx,600,4.978042999999843
2971,_,brandes,600,0.30516639999996187
2972,_,nx,600,5.0438071999999465
2972,_,brandes,600,0.30540819999987434
3130,_,nx,600,5.323836799999981
3130,_,brandes,600,0.32053029999997307
2968,_,nx,600,4.967157499999985
2968,_,brandes,600,0.3071308000000954
3059,_,nx,600,5.189823199999864
3059,_,brandes,600,0.3138563999998496
2955,_,nx,600,4.956933200000094
2955,_,brandes,600,0.5055836000001364
2989,_,nx,600,5.048539500000061
2989,_,brandes,600,0.30883490000019265
3009,_,nx,600,5.116704700000128
3009,_,brandes,600,0.30917520000002696
2958,_,nx,600,4.943501399999832
2958,_,brandes,600,0.3072255999998106
3090,_,nx,600,5.213234400000147
3090,_,brandes,600,0.33037130000002435
2918,_,nx,600,4.886090899999999
2918,_,brandes,600,0.30070870000008654
2946,_,nx,600,5.041070199999922
2946,_,brandes,600,0.30312670000012076
3027,_,nx,600,5.125822599999992
3027,_,brandes,600,0.31856340000013006
2992,_,nx,600,5.101680699999861
2992,_,brandes,600,0.3143069000000196
3059,_,nx,600,5.202783199999885
3059,_,brandes,600,0.3133402000000842
2989,_,nx,600,5.100780099999838
2989,_,brandes,600,0.3141474000001381
3010,_,nx,600,5.169647700000041
3010,_,brandes,600,0.5032444000000851
2970,_,nx,600,5.04572979999989
2970,_,brandes,600,0.30937459999995554
2955,_,nx,600,5.0294794999999795
2955,_,brandes,600,0.30562760000020717
3056,_,nx,600,5.163385900000094
3056,_,brandes,600,0.3160525000000689
2948,_,nx,600,4.965313300000162
2948,_,brandes,600,0.31925010000009024
3031,_,nx,600,6.040151899999955
3031,_,brandes,600,0.314498500000127
3026,_,nx,600,5.141348899999912
3026,_,brandes,600,0.30909410000003845
3023,_,nx,599,5.075571900000114
3023,_,brandes,599,0.31323360000010325
3059,_,nx,600,5.202510099999927
3059,_,brandes,600,0.3156649000000016
3041,_,nx,599,5.169259499999953
3041,_,brandes,599,0.3202607999999145
3017,_,nx,600,5.053388700000141
3017,_,brandes,600,0.35692760000006274
3013,_,nx,600,5.098973699999988
3013,_,brandes,600,0.31831080000006295
3176,_,nx,600,5.3498354999999265
3176,_,brandes,600,0.3277350999999271
3022,_,nx,600,5.110841200000095
3022,_,brandes,600,0.31978800000001684
2885,_,nx,600,4.902171599999974
2885,_,brandes,600,0.30076590000021497
3011,_,nx,600,5.0943044000000555
3011,_,brandes,600,0.32014249999997446
3040,_,nx,600,5.1967151000001195
3040,_,brandes,600,0.30963850000011917
3057,_,nx,600,5.150827299999946
3057,_,brandes,600,0.31780219999996007
3066,_,nx,600,5.179767699999957
3066,_,brandes,600,0.31457670000008875
2979,_,nx,600,5.084076599999889
2979,_,brandes,600,0.30837689999998474
3044,_,nx,599,5.123182199999974
3044,_,brandes,599,0.31973039999979846
2976,_,nx,600,4.991663900000049
2976,_,brandes,600,0.35246989999996003
3008,_,nx,600,5.150538900000129
3008,_,brandes,600,0.3166914999999335
3095,_,nx,600,5.219583199999988
3095,_,brandes,600,0.3223163000000113
3078,_,nx,600,5.213206099999979
3078,_,brandes,600,0.3251940000000104
2926,_,nx,600,4.953267300000107
2926,_,brandes,600,0.30224020000014207
3031,_,nx,600,5.12629539999989
3031,_,brandes,600,0.3135184999998728
2962,_,nx,600,5.031056699999908
2962,_,brandes,600,0.3052695000001222
2974,_,nx,600,5.019173900000169
2974,_,brandes,600,0.3125196999999389
2924,_,nx,600,4.9438365999999405
2924,_,brandes,600,0.3000019999999495
2983,_,nx,600,5.099180400000023
2983,_,brandes,600,0.31762830000002396
3043,_,nx,600,5.180146400000012
3043,_,brandes,600,0.3171906999998555
2943,_,nx,600,4.948999400000048
2943,_,brandes,600,0.35061510000014096
2911,_,nx,600,4.975284800000054
2911,_,brandes,600,0.3043853000001491
2924,_,nx,600,4.9676968000001125
2924,_,brandes,600,0.3010801000000356
3045,_,nx,600,5.13806139999997
3045,_,brandes,600,0.3134254999999939
3023,_,nx,600,5.1205433000000085
3023,_,brandes,600,0.3072680999998738
3042,_,nx,600,5.141150899999957
3042,_,brandes,600,0.3104826999999659
3497,_,nx,700,7.074912099999892
3497,_,brandes,700,0.4093215999998847
3457,_,nx,700,6.854333499999939
3457,_,brandes,700,0.40103049999993345
3507,_,nx,699,6.962706700000126
3507,_,brandes,699,0.41609280000011495
3490,_,nx,700,6.877612400000089
3490,_,brandes,700,0.40560679999998683
3451,_,nx,698,6.878661100000045
3451,_,brandes,698,0.8609789999998156
3580,_,nx,700,7.133895799999891
3580,_,brandes,700,0.41989620000003924
3371,_,nx,700,6.634387999999944
3371,_,brandes,700,0.39828769999985525
3463,_,nx,700,6.882076299999881
3463,_,brandes,700,0.3982570000000578
3406,_,nx,700,6.758028700000068
3406,_,brandes,700,0.3939821999999822
3528,_,nx,700,6.9633521000000655
3528,_,brandes,700,0.41701320000015585
3436,_,nx,700,6.9255203000000165
3436,_,brandes,700,0.39555190000010043
3558,_,nx,700,7.053898500000059
3558,_,brandes,700,0.41305450000004384
3445,_,nx,700,6.774455400000079
3445,_,brandes,700,0.3994056000001365
3625,_,nx,700,7.181564700000081
3625,_,brandes,700,0.42716170000016973
3539,_,nx,700,6.996250300000156
3539,_,brandes,700,0.4607861000001776
3395,_,nx,700,6.746040799999946
3395,_,brandes,700,0.39370480000002317
3446,_,nx,700,6.844772800000101
3446,_,brandes,700,0.399828399999933
3445,_,nx,700,6.828694099999893
3445,_,brandes,700,0.4073894000000564
3469,_,nx,700,7.029260999999906
3469,_,brandes,700,0.40582610000001296
3474,_,nx,700,6.950950400000011
3474,_,brandes,700,0.41101879999996527
3425,_,nx,700,6.753822499999842
3425,_,brandes,700,0.39533410000012736
3619,_,nx,700,7.241660400000001
3619,_,brandes,700,0.42376850000005106
3437,_,nx,700,6.781835900000033
3437,_,brandes,700,0.39879709999991064
3576,_,nx,700,7.16305269999998
3576,_,brandes,700,0.4155995000000985
3524,_,nx,700,7.019964100000152
3524,_,brandes,700,0.4118717999999717
3370,_,nx,700,6.649245399999927
3370,_,brandes,700,0.3913669999999456
3448,_,nx,700,6.804680099999814
3448,_,brandes,700,0.39941300000009505
3655,_,nx,700,7.334861499999988
3655,_,brandes,700,0.42333860000007917
3480,_,nx,700,6.987565299999915
3480,_,brandes,700,0.4032785000001695
3553,_,nx,700,7.140950900000007
3553,_,brandes,700,0.41649459999985083
3470,_,nx,700,6.82776489999992
3470,_,brandes,700,0.40344379999987723
3402,_,nx,700,6.7444368000001305
3402,_,brandes,700,0.39699389999987034
3418,_,nx,700,6.82185329999993
3418,_,brandes,700,0.40128970000000663
3523,_,nx,700,7.051259600000094
3523,_,brandes,700,0.41213710000010906
3607,_,nx,700,7.188557600000195
3607,_,brandes,700,0.4155943999999181
3494,_,nx,700,6.913216700000021
3494,_,brandes,700,0.40139939999994567
3546,_,nx,700,7.0255308999999215
3546,_,brandes,700,0.46618080000007467
3427,_,nx,700,6.86799209999981
3427,_,brandes,700,0.3945427999999538
3594,_,nx,700,7.1798959000000195
3594,_,brandes,700,0.42059919999996964
3430,_,nx,700,6.793815900000027
3430,_,brandes,700,0.40026320000015403
3497,_,nx,699,7.0043713000000025
3497,_,brandes,699,0.4100731999999425
3521,_,nx,700,7.121797499999957
3521,_,brandes,700,0.407859500000086
3422,_,nx,700,6.863477399999965
3422,_,brandes,700,0.4040935000000445
3548,_,nx,700,7.008653500000037
3548,_,brandes,700,0.4136231999998472
3461,_,nx,700,6.862923900000169
3461,_,brandes,700,0.40436620000014045
3501,_,nx,700,6.991922500000101
3501,_,brandes,700,0.4032715000000735
3494,_,nx,700,6.929460700000163
3494,_,brandes,700,0.40525800000000345
3490,_,nx,700,6.959910499999978
3490,_,brandes,700,0.4043853999999101
3451,_,nx,700,6.807354600000053
3451,_,brandes,700,0.40058990000011363
3481,_,nx,700,6.991244499999993
3481,_,brandes,700,0.40086829999995643
3430,_,nx,700,6.911565200000041
3430,_,brandes,700,0.39690889999997125
3462,_,nx,700,6.8922631000000365
3462,_,brandes,700,0.40037649999999303
3448,_,nx,700,6.833884199999829
3448,_,brandes,700,0.4011974999998529
3464,_,nx,700,6.889429000000064
3464,_,brandes,700,0.40364389999990635
3555,_,nx,700,7.1518102
3555,_,brandes,700,0.4134592000000339
3514,_,nx,700,7.043814999999995
3514,_,brandes,700,0.4135605999999825
3515,_,nx,700,7.006424299999935
3515,_,brandes,700,0.409197899999981
3396,_,nx,700,6.7766886000001705
3396,_,brandes,700,0.3976412000001801
3509,_,nx,700,7.071584099999882
3509,_,brandes,700,0.40975750000006883
3475,_,nx,699,6.895463199999995
3475,_,brandes,699,0.40602110000008906
3380,_,nx,700,6.710772700000007
3380,_,brandes,700,0.3999710000000505
3502,_,nx,700,6.975361199999952
3502,_,brandes,700,0.4087895000000117
3529,_,nx,700,6.975929599999972
3529,_,brandes,700,0.4567657000000054
3413,_,nx,700,6.837037600000031
3413,_,brandes,700,0.3959334000001036
3425,_,nx,700,6.850063999999975
3425,_,brandes,700,0.39568340000005264
3521,_,nx,700,7.000552299999981
3521,_,brandes,700,0.41680129999986093
3522,_,nx,700,6.994621100000131
3522,_,brandes,700,0.40832129999989775
3547,_,nx,700,6.986004699999967
3547,_,brandes,700,0.4658810999999332
3507,_,nx,700,6.971486199999845
3507,_,brandes,700,0.40354279999996834
3531,_,nx,700,7.036647700000003
3531,_,brandes,700,0.40891469999996843
3497,_,nx,700,7.004300499999999
3497,_,brandes,700,0.40944310000008954
3413,_,nx,700,6.672925600000099
3413,_,brandes,700,0.4479968999999073
3550,_,nx,700,7.083981799999947
3550,_,brandes,700,0.41421950000017205
3556,_,nx,700,7.05489509999984
3556,_,brandes,700,0.4206005000000914
3467,_,nx,700,6.90870289999998
3467,_,brandes,700,0.40444810000008147
3473,_,nx,700,6.924255500000072
3473,_,brandes,700,0.45241409999994175
3452,_,nx,700,6.887713400000166
3452,_,brandes,700,0.39764770000010685
3382,_,nx,700,6.7895957999999155
3382,_,brandes,700,0.3950122999999621
3513,_,nx,700,7.041270499999882
3513,_,brandes,700,0.41101789999993343
3602,_,nx,700,7.175638400000025
3602,_,brandes,700,0.43528829999991103
3444,_,nx,700,6.899320700000089
3444,_,brandes,700,0.40707110000016655
3515,_,nx,700,7.005188599999883
3515,_,brandes,700,0.41133560000002944
3521,_,nx,700,7.009973099999797
3521,_,brandes,700,0.4062334000000192
3515,_,nx,700,7.023239899999908
3515,_,brandes,700,0.4109427000000778
3462,_,nx,700,6.956873899999891
3462,_,brandes,700,0.408799899999849
3339,_,nx,700,6.630988399999978
3339,_,brandes,700,0.39735929999983455
3528,_,nx,700,7.077324699999963
3528,_,brandes,700,0.42198979999989206
3516,_,nx,700,6.989100000000235
3516,_,brandes,700,0.40721979999989344
3584,_,nx,700,7.265738600000077
3584,_,brandes,700,0.4184660000000804
3517,_,nx,700,7.022808199999872
3517,_,brandes,700,0.4096248000000742
3528,_,nx,700,7.029855599999792
3528,_,brandes,700,0.4114776000001257
3586,_,nx,700,7.197648100000151
3586,_,brandes,700,0.4164978999997402
3442,_,nx,700,6.842836799999986
3442,_,brandes,700,0.4104127000000517
3457,_,nx,700,6.9313741999999365
3457,_,brandes,700,0.39784099999997125
3460,_,nx,700,6.918058199999905
3460,_,brandes,700,0.40284050000036586
3493,_,nx,700,6.930770699999812
3493,_,brandes,700,0.4093160999996144
3510,_,nx,700,6.973915300000044
3510,_,brandes,700,0.41855020000002696
3383,_,nx,700,6.754690899999787
3383,_,brandes,700,0.4001479000003201
3528,_,nx,700,7.081089599999814
3528,_,brandes,700,0.4084600999999566
3455,_,nx,700,6.878998799999863
3455,_,brandes,700,0.39911019999999553
3995,_,nx,800,9.385630099999617
3995,_,brandes,800,0.5289677999999185
3941,_,nx,800,9.37659050000002
3941,_,brandes,800,0.5151968000000124
3946,_,nx,800,9.284146500000134
3946,_,brandes,800,0.5014349000002767
4033,_,nx,800,9.535561199999847
4033,_,brandes,800,0.5175752999998622
3906,_,nx,800,9.172110900000007
3906,_,brandes,800,0.4990602000002582
3865,_,nx,800,9.216059800000039
3865,_,brandes,800,0.5026762000002236
3981,_,nx,800,9.333345500000178
3981,_,brandes,800,0.5107430000002751
3873,_,nx,800,9.067397299999811
3873,_,brandes,800,0.5063801999999669
4063,_,nx,800,9.53691979999985
4063,_,brandes,800,0.5180186999996295
3984,_,nx,800,9.391160000000127
3984,_,brandes,800,0.5140154000000621
3941,_,nx,800,9.303073600000062
3941,_,brandes,800,0.5100076999997327
3990,_,nx,800,9.354814799999986
3990,_,brandes,800,0.5259963000003154
3949,_,nx,800,9.350206399999934
3949,_,brandes,800,0.5006192000000738
3955,_,nx,800,9.691635300000144
3955,_,brandes,800,0.7748546000002534
4154,_,nx,800,9.821098599999914
4154,_,brandes,800,0.525673099999949
4088,_,nx,800,9.615570299999945
4088,_,brandes,800,0.5231435999999121
4052,_,nx,800,9.721160399999917
4052,_,brandes,800,0.5163507000002028
3967,_,nx,800,9.419224600000234
3967,_,brandes,800,0.5116653999998562
4008,_,nx,800,9.436120099999698
4008,_,brandes,800,0.5199114000001828
3939,_,nx,800,9.201046099999985
3939,_,brandes,800,0.5042208999998365
4004,_,nx,800,9.538824199999908
4004,_,brandes,800,0.509467400000176
3904,_,nx,800,9.238054200000079
3904,_,brandes,800,0.5001531000002615
3919,_,nx,799,9.18933590000006
3919,_,brandes,799,0.5043051000002379
4098,_,nx,800,9.635980600000039
4098,_,brandes,800,0.5261187000000973
3979,_,nx,800,9.473669299999983
3979,_,brandes,800,0.5055004999999255
4007,_,nx,800,9.478909599999952
4007,_,brandes,800,0.5140298999999686
4040,_,nx,800,9.518729599999915
4040,_,brandes,800,0.5241400999998405
3876,_,nx,800,9.128100599999925
3876,_,brandes,800,0.498663100000158
3994,_,nx,800,9.478506400000242
3994,_,brandes,800,0.5151052999999592
4104,_,nx,800,9.683400299999903
4104,_,brandes,800,0.5295470999999452
3917,_,nx,800,9.209640000000036
3917,_,brandes,800,0.5006964999997763
4039,_,nx,800,9.548918299999968
4039,_,brandes,800,0.5217462000000523
