edges,graph_name,method_name,nodes,setup_time,time
943,_,newman,200,5.999999999062311e-07,0.5035659999999993
943,_,newman,200,5.999999999062311e-07,0.5054185000000011
943,_,newman,200,4.999999987376214e-07,0.5034811999999995
943,_,newman,200,8.000000022434506e-07,0.6311383999999975
1301,_,nx,250,1.399999998596968e-06,0.8428994000000003
1301,_,nx,250,1.0000000010279564e-06,0.836853399999999
1301,_,nx,250,1.0000000010279564e-06,0.8027003000000015
1301,_,nx,250,8.000000022434506e-07,0.7909667999999996
1301,_,nx,250,7.000000010748408e-07,0.7922172999999972
1301,_,nx,250,7.999999986907369e-07,0.7888997000000018
1301,_,nx,250,5.999999999062311e-07,0.7883880999999988
1301,_,nx,250,7.000000010748408e-07,0.7922630999999996
1301,_,nx,250,6.999999975221272e-07,0.7890668000000005
1301,_,nx,250,9.999999974752427e-07,0.8529571000000011
1301,_,brandes_dense,250,4.999999987376214e-07,0.08008519999999919
1301,_,brandes_dense,250,4.999999987376214e-07,0.06965040000000045
1301,_,brandes_dense,250,5.00000002290335e-07,0.0765342000000011
1301,_,brandes_dense,250,4.999999987376214e-07,0.0725276000000008
1301,_,brandes_dense,250,4.999999987376214e-07,0.07545689999999894
1301,_,brandes_dense,250,5.999999999062311e-07,0.07326049999999995
1301,_,brandes_dense,250,8.000000022434506e-07,0.07041840000000121
1301,_,brandes_dense,250,4.000000011217253e-07,0.07074049999999943
1301,_,brandes_dense,250,5.999999999062311e-07,0.0770274999999998
1301,_,brandes_dense,250,5.00000002290335e-07,0.0744056999999998
1301,_,newman,250,3.999999975690116e-07,1.0356300999999988
1301,_,newman,250,5.999999999062311e-07,1.0216837999999981
1301,_,newman,250,4.999999987376214e-07,0.9782677
1301,_,newman,250,5.999999999062311e-07,0.9621778000000027
1301,_,newman,250,4.999999987376214e-07,1.0275441999999941
1301,_,newman,250,5.999999999062311e-07,0.966422399999999
1301,_,newman,250,4.999999987376214e-07,1.0488596999999942
1301,_,newman,250,8.000000022434506e-07,1.0517890000000065
1301,_,newman,250,4.999999987376214e-07,1.0334451000000016
1301,_,newman,250,5.999999999062311e-07,0.9803017999999994
1506,_,nx,300,7.000000010748408e-07,1.0873600000000039
1506,_,nx,300,7.000000010748408e-07,1.0917101000000002
1506,_,nx,300,5.999999999062311e-07,1.0977026000000052
1506,_,nx,300,5.999999999062311e-07,1.0873531999999955
1506,_,nx,300,6.999999939694135e-07,1.0949351000000007
1506,_,nx,300,8.99999996306633e-07,1.0871752999999984
1506,_,nx,300,9.999999974752427e-07,1.087909500000002
1506,_,nx,300,7.000000010748408e-07,1.0863157
1506,_,nx,300,5.999999999062311e-07,1.088542000000004
1506,_,nx,300,8.99999996306633e-07,1.0800318000000004
1506,_,brandes_dense,300,4.999999987376214e-07,0.09159999999999968
1506,_,brandes_dense,300,4.999999987376214e-07,0.09676329999999922
1506,_,brandes_dense,300,4.999999987376214e-07,0.08895069999999805
1506,_,brandes_dense,300,7.999999951380232e-07,0.08736999999999995
1506,_,brandes_dense,300,5.999999999062311e-07,0.08983169999999774
1506,_,brandes_dense,300,5.000000058430487e-07,0.1090826000000007
1506,_,brandes_dense,300,4.999999987376214e-07,0.08784310000000062
1506,_,brandes_dense,300,5.999999999062311e-07,0.08853549999999899
1506,_,brandes_dense,300,5.999999999062311e-07,0.08733339999999856
1506,_,brandes_dense,300,5.000000058430487e-07,0.08807560000000336
1506,_,newman,300,5.000000058430487e-07,1.5687913000000009
1506,_,newman,300,4.999999987376214e-07,2.9369066000000004
1506,_,newman,300,5.000000058430487e-07,2.0121931000000046
1506,_,newman,300,4.999999987376214e-07,2.050729699999998
1506,_,newman,300,3.999999975690116e-07,1.9676247000000018
1506,_,newman,300,4.999999987376214e-07,1.5342590999999999
1506,_,newman,300,5.999999999062311e-07,1.8887051999999969
1506,_,newman,300,9.999999974752427e-07,1.5345934999999997
1506,_,newman,300,6.000000070116585e-07,1.5496516999999983
1506,_,newman,300,4.999999987376214e-07,1.566362699999999
1711,_,nx,350,7.000000010748408e-07,1.4073470000000015
1711,_,nx,350,7.000000010748408e-07,1.4153347000000025
1711,_,nx,350,7.000000010748408e-07,1.4089732999999995
1711,_,nx,350,5.999999928008037e-07,1.4111098999999996
1711,_,nx,350,7.000000010748408e-07,1.4026017999999993
1711,_,nx,350,7.000000010748408e-07,1.418229100000005
1711,_,nx,350,7.000000010748408e-07,1.4051012999999983
1711,_,nx,350,1.099999991538425e-06,1.4111752000000024
1711,_,nx,350,7.000000010748408e-07,1.4045313999999962
1711,_,nx,350,7.000000010748408e-07,1.3990643000000063
1711,_,brandes_dense,350,4.999999987376214e-07,0.10979220000000112
1711,_,brandes_dense,350,7.000000010748408e-07,0.1266820000000024
1711,_,brandes_dense,350,5.000000129484761e-07,0.11176489999999717
1711,_,brandes_dense,350,6.000000070116585e-07,0.11094660000000545
1711,_,brandes_dense,350,4.999999987376214e-07,0.11171999999999116
1711,_,brandes_dense,350,7.999999951380232e-07,0.11322030000000893
1711,_,brandes_dense,350,8.000000093488779e-07,0.11466780000000654
1711,_,brandes_dense,350,5.999999928008037e-07,0.11712920000000793
1711,_,brandes_dense,350,5.999999928008037e-07,0.11000949999998966
1711,_,brandes_dense,350,4.999999987376214e-07,0.11636020000000258
1711,_,newman,350,5.999999928008037e-07,3.2106990999999994
1711,_,newman,350,4.999999987376214e-07,3.9380740000000003
1711,_,newman,350,4.999999987376214e-07,4.758937400000008
1711,_,newman,350,3.9999999046358425e-07,3.284014499999998
1711,_,newman,350,5.999999928008037e-07,3.916612999999998
1711,_,newman,350,5.999999928008037e-07,4.7057272000000125
1711,_,newman,350,4.999999987376214e-07,3.9018237000000084
1711,_,newman,350,5.999999928008037e-07,4.687696099999997
1711,_,newman,350,5.999999928008037e-07,3.887186700000001
1711,_,newman,350,5.999999928008037e-07,4.682552599999994
1941,_,nx,400,4.999999987376214e-07,1.8389792999999912
1941,_,nx,400,7.000000010748408e-07,1.8433035999999987
1941,_,nx,400,7.999999809271685e-07,1.8072856000000002
1941,_,nx,400,7.999999809271685e-07,1.8276792999999998
1941,_,nx,400,7.000000152856956e-07,1.8136664999999823
1941,_,nx,400,6.999999868639861e-07,1.7980096999999944
1941,_,nx,400,8.000000093488779e-07,1.8784933999999964
1941,_,nx,400,1.499999996212864e-06,1.813550399999997
1941,_,nx,400,6.999999868639861e-07,1.8133038
1941,_,nx,400,7.999999809271685e-07,1.8511448000000144
1941,_,brandes_dense,400,5.999999928008037e-07,0.13810410000002094
1941,_,brandes_dense,400,6.000000212225132e-07,0.14726120000000265
1941,_,brandes_dense,400,5.999999928008037e-07,0.14715929999999844
1941,_,brandes_dense,400,8.000000093488779e-07,0.14654439999998203
1941,_,brandes_dense,400,5.999999928008037e-07,0.1394465999999852
1941,_,brandes_dense,400,5.999999928008037e-07,0.1433593000000144
1941,_,brandes_dense,400,8.000000093488779e-07,0.14493430000001695
1941,_,brandes_dense,400,4.999999987376214e-07,0.14270799999999895
1941,_,brandes_dense,400,6.999999868639861e-07,0.13828090000001225
1941,_,brandes_dense,400,6.999999868639861e-07,0.13765010000000188
1941,_,newman,400,4.999999987376214e-07,15.238378699999998
1941,_,newman,400,4.999999987376214e-07,14.796464600000007
1941,_,newman,400,7.999999809271685e-07,14.562072300000011
1941,_,newman,400,3.9999997625272954e-07,14.705073999999996
1941,_,newman,400,5.999999928008037e-07,14.96939900000001
1941,_,newman,400,5.999999928008037e-07,14.285408500000017
1941,_,newman,400,4.999999987376214e-07,14.994212199999993
1941,_,newman,400,5.999999928008037e-07,14.404344800000018
1941,_,newman,400,6.000000212225132e-07,14.187640699999974
1941,_,newman,400,7.00000043707405e-07,14.139258199999972
2309,_,nx,450,6.999999868639861e-07,2.4366695999999592
2309,_,nx,450,7.00000043707405e-07,2.4386759999999867
2309,_,nx,450,6.999999868639861e-07,2.416598599999986
2309,_,nx,450,8.999999749903509e-07,2.4533782000000315
2309,_,nx,450,7.00000043707405e-07,2.4067775000000324
2309,_,nx,450,8.000000093488779e-07,2.4187024000000292
2309,_,nx,450,6.000000212225132e-07,2.4097515999999928
2309,_,nx,450,6.000000212225132e-07,2.4575128999999833
2309,_,nx,450,1.0999999631167157e-06,2.460261100000025
2309,_,nx,450,8.000000093488779e-07,2.5004177999999797
2309,_,brandes_dense,450,6.000000212225132e-07,0.16966530000001967
2309,_,brandes_dense,450,6.000000212225132e-07,0.1711133000000018
2309,_,brandes_dense,450,5.999999643790943e-07,0.18661099999997077
2309,_,brandes_dense,450,4.999999987376214e-07,0.16888369999998076
2309,_,brandes_dense,450,6.000000212225132e-07,0.1701204999999959
2309,_,brandes_dense,450,1.2000000424450263e-06,0.17117669999998952
2309,_,brandes_dense,450,6.000000212225132e-07,0.16944809999995414
2309,_,brandes_dense,450,4.000000330961484e-07,0.17034749999999121
2309,_,brandes_dense,450,4.999999987376214e-07,0.17090639999997848
2309,_,brandes_dense,450,5.999999643790943e-07,0.19083820000003016
2495,_,nx,500,8.000000093488779e-07,2.960420499999998
2495,_,nx,500,8.000000093488779e-07,2.886923500000023
2495,_,nx,500,5.999999643790943e-07,2.9466388000000165
2495,_,nx,500,6.000000212225132e-07,2.8809952000000294
2495,_,nx,500,6.999999868639861e-07,2.8942296999999826
2495,_,nx,500,6.000000212225132e-07,3.177455000000009
2495,_,nx,500,8.000000093488779e-07,2.900617900000043
2495,_,nx,500,8.000000093488779e-07,2.8848836000000233
2495,_,nx,500,9.999999974752427e-07,2.8706434999999715
2495,_,nx,500,9.999999974752427e-07,2.904386499999987
2495,_,brandes_dense,500,5.000000555810402e-07,0.20303880000000163
2495,_,brandes_dense,500,6.000000212225132e-07,0.20070859999998447
2495,_,brandes_dense,500,5.999999643790943e-07,0.19959890000001224
2495,_,brandes_dense,500,5.999999643790943e-07,0.21049450000003844
2495,_,brandes_dense,500,6.000000212225132e-07,0.19979299999999967
2495,_,brandes_dense,500,5.999999643790943e-07,0.1982949000000076
2495,_,brandes_dense,500,6.000000212225132e-07,0.19558460000001787
2495,_,brandes_dense,500,6.000000212225132e-07,0.19668169999999918
2495,_,brandes_dense,500,6.999999868639861e-07,0.19737020000002303
2495,_,brandes_dense,500,6.000000212225132e-07,0.20033910000000787
2857,_,nx,550,6.999999868639861e-07,3.7297892000000274
2857,_,nx,550,6.999999868639861e-07,3.7022865999999794
2857,_,nx,550,8.000000093488779e-07,3.681201700000031
2857,_,nx,550,8.999999749903509e-07,3.705925700000023
2857,_,nx,550,8.000000093488779e-07,3.6906046999999944
2857,_,nx,550,6.999999868639861e-07,3.694572199999982
2857,_,nx,550,7.00000043707405e-07,3.6597633999999744
2857,_,nx,550,9.000000318337698e-07,3.718065699999954
2857,_,nx,550,6.999999868639861e-07,3.7379177000000254
2857,_,nx,550,8.000000093488779e-07,3.712192899999991
2857,_,brandes_dense,550,6.000000212225132e-07,0.24406290000001718
2857,_,brandes_dense,550,4.999999987376214e-07,0.24157120000000987
2857,_,brandes_dense,550,4.999999987376214e-07,0.24424040000002378
2857,_,brandes_dense,550,8.999999749903509e-07,0.25559369999996306
2857,_,brandes_dense,550,6.999999868639861e-07,0.2604481999999848
2857,_,brandes_dense,550,4.999999987376214e-07,0.24833569999998417
2857,_,brandes_dense,550,7.00000043707405e-07,0.25045389999996814
2857,_,brandes_dense,550,6.000000212225132e-07,0.24868759999998247
2857,_,brandes_dense,550,6.000000212225132e-07,0.2439011000000164
2857,_,brandes_dense,550,6.999999868639861e-07,0.2445981000000188
2976,_,nx,600,8.000000093488779e-07,4.233844999999974
2976,_,nx,600,6.999999868639861e-07,4.201360700000009
2976,_,nx,600,8.000000093488779e-07,4.244906700000001
2976,_,nx,600,8.000000093488779e-07,4.303306300000031
2976,_,nx,600,8.000000093488779e-07,4.351714399999992
2976,_,nx,600,8.000000093488779e-07,4.278416899999968
2976,_,nx,600,8.000000093488779e-07,4.2897555000000125
2976,_,nx,600,8.999999749903509e-07,4.214301299999988
2976,_,nx,600,8.000000093488779e-07,4.490240800000038
2976,_,nx,600,9.000000318337698e-07,4.256974799999966
2976,_,brandes_dense,600,5.999999643790943e-07,0.27261429999998654
2976,_,brandes_dense,600,8.000000093488779e-07,0.2781610000000114
2976,_,brandes_dense,600,4.999999987376214e-07,0.275983100000019
2976,_,brandes_dense,600,6.000000212225132e-07,0.27107239999998
2976,_,brandes_dense,600,4.000000330961484e-07,0.3157931000000076
2976,_,brandes_dense,600,7.999999525054591e-07,0.28585249999997586
2976,_,brandes_dense,600,5.999999643790943e-07,0.3106704999999579
2976,_,brandes_dense,600,8.000000093488779e-07,0.28840999999999894
2976,_,brandes_dense,600,6.999999868639861e-07,0.27762059999997746
2976,_,brandes_dense,600,6.000000212225132e-07,0.2757662999999866
3244,_,nx,650,1.2000000424450263e-06,5.033720800000026
3244,_,nx,650,1.2000000424450263e-06,5.028468500000031
3244,_,nx,650,9.000000318337698e-07,4.989863599999978
3244,_,nx,650,8.000000093488779e-07,4.972419500000001
3244,_,nx,650,9.000000318337698e-07,5.006128799999999
3244,_,nx,650,2.8000000042993634e-06,5.069995699999993
3244,_,nx,650,8.999999749903509e-07,5.035055100000022
3244,_,nx,650,8.000000093488779e-07,4.979070400000012
3244,_,nx,650,8.000000093488779e-07,5.010368900000003
3244,_,nx,650,8.000000093488779e-07,5.033514499999967
3244,_,brandes_dense,650,4.999999987376214e-07,0.31642819999996163
3244,_,brandes_dense,650,1.1999999856016075e-06,0.31740209999998115
3244,_,brandes_dense,650,6.000000212225132e-07,0.3135252999999807
3244,_,brandes_dense,650,1.1000000199601345e-06,0.31337500000000773
3244,_,brandes_dense,650,5.999999643790943e-07,0.31631920000000946
3244,_,brandes_dense,650,8.000000093488779e-07,0.3175679999999943
3244,_,brandes_dense,650,8.000000093488779e-07,0.31225259999996524
3244,_,brandes_dense,650,6.000000212225132e-07,0.3183970000000045
3244,_,brandes_dense,650,7.999999525054591e-07,0.3225597000000562
3244,_,brandes_dense,650,9.000000318337698e-07,0.32029489999996485
3477,_,brandes_dense,700,9.999999974752427e-07,0.3669466000000057
3477,_,brandes_dense,700,8.000000093488779e-07,0.37028600000002143
3477,_,brandes_dense,700,5.999999643790943e-07,0.3589200000000119
3477,_,brandes_dense,700,1.1000000199601345e-06,0.3802494999999908
3477,_,brandes_dense,700,5.999999643790943e-07,0.36095850000003793
3477,_,brandes_dense,700,6.999999868639861e-07,0.36623060000005125
3477,_,brandes_dense,700,9.999999974752427e-07,0.3543617999999924
3477,_,brandes_dense,700,7.999999525054591e-07,0.35591820000001917
3477,_,brandes_dense,700,6.000000212225132e-07,0.36562739999999394
3477,_,brandes_dense,700,8.000000093488779e-07,0.3621725999999512
3907,_,brandes_dense,750,1.0999999631167157e-06,0.434460300000012
3907,_,brandes_dense,750,7.999999525054591e-07,0.4330952000000252
3907,_,brandes_dense,750,7.999999525054591e-07,0.43478180000005295
3907,_,brandes_dense,750,8.000000093488779e-07,0.44056649999998854
3907,_,brandes_dense,750,6.999999868639861e-07,0.43320959999999786
3907,_,brandes_dense,750,6.999999868639861e-07,0.4316498000000024
3907,_,brandes_dense,750,8.000000093488779e-07,0.448206300000038
3907,_,brandes_dense,750,8.999999749903509e-07,0.4255248999999708
3907,_,brandes_dense,750,8.000000093488779e-07,0.43596690000003946
3907,_,brandes_dense,750,8.999999749903509e-07,0.4425145000000157
4039,_,brandes_dense,800,8.999999749903509e-07,0.4714452000000051
4039,_,brandes_dense,800,1.3000000080864993e-06,0.4840588000000139
4039,_,brandes_dense,800,6.999999868639861e-07,0.4992505999999821
4039,_,brandes_dense,800,7.999999525054591e-07,0.4595252999999957
4039,_,brandes_dense,800,6.999999868639861e-07,0.4655161000000021
4039,_,brandes_dense,800,1.0999999631167157e-06,0.47634910000004993
4039,_,brandes_dense,800,9.999999974752427e-07,0.4626374000000055
4039,_,brandes_dense,800,8.999999749903509e-07,0.461644299999989
4039,_,brandes_dense,800,9.999999974752427e-07,0.4536185000000046
4039,_,brandes_dense,800,8.999999749903509e-07,0.46644149999997353
4192,_,brandes_dense,850,8.999999749903509e-07,0.5141142999999602
4192,_,brandes_dense,850,9.000000318337698e-07,0.5151920999999788
4192,_,brandes_dense,850,9.999999974752427e-07,0.514159799999959
4192,_,brandes_dense,850,8.999999749903509e-07,0.5092516000000273
4192,_,brandes_dense,850,9.999999974752427e-07,0.501544000000024
4192,_,brandes_dense,850,9.999999974752427e-07,0.5118125999999847
4192,_,brandes_dense,850,8.000000093488779e-07,0.51082439999999
4192,_,brandes_dense,850,9.999999974752427e-07,0.5128152000000341
4192,_,brandes_dense,850,8.999999749903509e-07,0.5078988000000209
4192,_,brandes_dense,850,1.2999999512430804e-06,0.5181752999999958
4580,_,brandes_dense,900,9.999999974752427e-07,0.6011017999999808
4580,_,brandes_dense,900,7.999999525054591e-07,0.580628000000047
4580,_,brandes_dense,900,8.000000093488779e-07,0.5740715000000023
4580,_,brandes_dense,900,8.000000093488779e-07,0.5757949000000053
4580,_,brandes_dense,900,9.999999974752427e-07,0.6121200000000044
4580,_,brandes_dense,900,9.000000318337698e-07,0.5751887000000124
4580,_,brandes_dense,900,1.1999999856016075e-06,0.581707300000005
4580,_,brandes_dense,900,1.0000000543186616e-06,0.5798644999999851
4580,_,brandes_dense,900,1.499999996212864e-06,0.5711358000000359
4580,_,brandes_dense,900,9.999999974752427e-07,0.5733067999999548
4639,_,brandes_dense,950,8.000000093488779e-07,0.6180034999999862
4639,_,brandes_dense,950,9.000000318337698e-07,0.6274134000000231
4639,_,brandes_dense,950,1.0999999631167157e-06,0.6940837000000784
4639,_,brandes_dense,950,1.1999999287581886e-06,0.6197404999999208
4639,_,brandes_dense,950,1.0999999631167157e-06,0.6171194999999443
4639,_,brandes_dense,950,7.999999525054591e-07,0.6284180000000106
4639,_,brandes_dense,950,9.000000318337698e-07,0.6091993999999659
4639,_,brandes_dense,950,8.99999918146932e-07,0.6397263999999723
4639,_,brandes_dense,950,9.000000318337698e-07,0.6198819999999614
4639,_,brandes_dense,950,1.2000000424450263e-06,0.6135355000000118
4929,_,brandes_dense,1000,9.000000318337698e-07,0.6835383000000093
4929,_,brandes_dense,1000,1.0999999631167157e-06,0.6817128999999795
4929,_,brandes_dense,1000,1.2000000424450263e-06,0.6790112999999565
4929,_,brandes_dense,1000,7.999999525054591e-07,0.6798347000000149
4929,_,brandes_dense,1000,9.999999974752427e-07,0.6799755999999206
4929,_,brandes_dense,1000,1.500000053056283e-06,0.6854908999999907
4929,_,brandes_dense,1000,1.0999999631167157e-06,0.6764393999999356
4929,_,brandes_dense,1000,2.6000000161729986e-06,0.7002446000000191
4929,_,brandes_dense,1000,9.000000318337698e-07,0.6889756000000489
4929,_,brandes_dense,1000,1.2000000424450263e-06,0.6674024999999801
5267,_,brandes_dense,1050,9.000000318337698e-07,0.7520633000000316
5267,_,brandes_dense,1050,1.1000000768035534e-06,0.7850889000000052
5267,_,brandes_dense,1050,9.999999974752427e-07,0.7926382000000558
5267,_,brandes_dense,1050,9.999999974752427e-07,0.8069818999999825
5267,_,brandes_dense,1050,4.099999955542444e-06,0.7592065999999704
5267,_,brandes_dense,1050,1.0999999631167157e-06,0.7619015000000218
5267,_,brandes_dense,1050,9.999999974752427e-07,0.7978923999999097
5267,_,brandes_dense,1050,9.999999974752427e-07,0.7753293000000667
5267,_,brandes_dense,1050,1.3000000080864993e-06,0.7603381000000127
5267,_,brandes_dense,1050,1.3000000080864993e-06,0.7510332000000517
5500,_,brandes_dense,1100,7.999999525054591e-07,0.8217581000000109
5500,_,brandes_dense,1100,1.1000000768035534e-06,0.8175148999999919
5500,_,brandes_dense,1100,1.2000000424450263e-06,0.823087399999963
5500,_,brandes_dense,1100,1.0999999631167157e-06,0.8145901000000322
5500,_,brandes_dense,1100,1.3999999737279722e-06,0.8111063999999715
5500,_,brandes_dense,1100,1.0999999631167157e-06,0.8137418999999682
5500,_,brandes_dense,1100,1.1000000768035534e-06,0.8253856000000042
5500,_,brandes_dense,1100,8.000000661922968e-07,0.8356955000000426
5500,_,brandes_dense,1100,1.0999999631167157e-06,0.8289132000001018
5500,_,brandes_dense,1100,9.999999974752427e-07,0.8117325999999139
5853,_,brandes_dense,1150,9.999999974752427e-07,0.9052404999999908
5853,_,brandes_dense,1150,1.3000000080864993e-06,0.9055160999999998
5853,_,brandes_dense,1150,9.999999974752427e-07,0.9135203999999248
5853,_,brandes_dense,1150,1.1999999287581886e-06,0.903734600000007
5853,_,brandes_dense,1150,9.999999974752427e-07,0.9153519000000188
5853,_,brandes_dense,1150,9.999999974752427e-07,0.9425084000000652
5853,_,brandes_dense,1150,8.000000661922968e-07,0.9183593000000201
5853,_,brandes_dense,1150,1.1000000768035534e-06,0.9039924999999585
