builtin,function,i,n,numpy
0.4731372000000533,abs,3,6000000,0.011328499999990527
0.3767912999999794,sum,3,60000000,0.02543639999998959
0.3758720000000153,where,3,60000000,0.02553160000002208
0.47369739999999183,abs,4,6000000,0.011458899999979621
0.37647889999999506,sum,4,60000000,0.0255366999999751
0.38637759999994614,where,4,60000000,0.025437699999997676
0.4745474999999715,abs,5,6000000,0.011433799999963412
0.3776009999999701,sum,5,60000000,0.025531599999965238
0.3759098000000449,where,5,60000000,0.02542319999997744
0.4742453999999725,abs,6,6000000,0.011483200000043325
0.37544370000000526,sum,6,60000000,0.025477200000011635
0.3783293000000185,where,6,60000000,0.025547099999982947
0.4732590999999502,abs,7,6000000,0.011375999999984288
0.37612000000001444,sum,7,60000000,0.025472700000022996
0.3763931000000298,where,7,60000000,0.02562039999997978
0.4725679000000014,abs,8,6000000,0.01146649999998317
0.3758717000000047,sum,8,60000000,0.02543500000001586
0.3764569000000506,where,8,60000000,0.025494799999989937
0.4751737999999932,abs,9,6000000,0.01142690000000357
0.37649790000000394,sum,9,60000000,0.025511099999960152
0.3755270000000337,where,9,60000000,0.02544999999997799
0.5461791000000176,abs,0,7000000,0.013360099999999875
0.4385889000000134,sum,0,70000000,0.029687500000022737
0.4391178000000764,where,0,70000000,0.029798899999946116
0.544960099999912,abs,1,7000000,0.013324000000011438
0.43834049999998115,sum,1,70000000,0.02972469999997429
0.43944040000008044,where,1,70000000,0.02995039999996152
0.5465022000000772,abs,2,7000000,0.013571999999953732
0.43873500000006516,sum,2,70000000,0.02968250000003536
0.4384504999999308,where,2,70000000,0.02969919999998183
0.5454039999999623,abs,3,7000000,0.013379500000041844
0.43823919999999816,sum,3,70000000,0.02974589999996624
0.4386868000000277,where,3,70000000,0.030159000000026026
0.5459635000000844,abs,4,7000000,0.013431599999989885
0.4384213999999247,sum,4,70000000,0.029884400000014466
0.439334600000052,where,4,70000000,0.02987580000001344
0.5471817999999757,abs,5,7000000,0.013472200000023804
0.43818129999999655,sum,5,70000000,0.029800600000044142
0.43913930000007895,where,5,70000000,0.029809599999907732
0.5453964000000724,abs,6,7000000,0.0135642000000189
0.4384681000000228,sum,6,70000000,0.029699100000016188
0.4395958000000064,where,6,70000000,0.029800799999975425
0.5458100000000741,abs,7,7000000,0.013383700000076715
0.4387695000000349,sum,7,70000000,0.02978660000007949
0.4384031000000732,where,7,70000000,0.029733399999940957
0.5521569999999656,abs,8,7000000,0.013266799999996692
0.4391586000000416,sum,8,70000000,0.02969150000001264
0.4392893000000413,where,8,70000000,0.029954799999927673
0.5474463999998989,abs,9,7000000,0.013294500000029075
0.4386567000000241,sum,9,70000000,0.02995419999990645
0.4418476000000737,where,9,70000000,0.03719920000003185
0.6216627000000017,abs,0,8000000,0.015451299999995172
0.5037394999999378,sum,0,80000000,0.03403960000002826
0.5009079000000156,where,0,80000000,0.03388719999998102
0.6242925000000241,abs,1,8000000,0.015458699999953751
0.50231610000003,sum,1,80000000,0.03401459999997769
0.5009962000000314,where,1,80000000,0.03417090000004919
0.6236308000000008,abs,2,8000000,0.015581300000008014
0.5008276999999453,sum,2,80000000,0.03391159999989668
0.501968799999986,where,2,80000000,0.03425920000006499
0.6245258999999805,abs,3,8000000,0.015611599999942882
0.5018363000000363,sum,3,80000000,0.03421630000002551
0.501803300000006,where,3,80000000,0.0340996999999561
0.6225206999999955,abs,4,8000000,0.015619499999957043
0.5026342999999542,sum,4,80000000,0.03399539999998069
0.501263799999947,where,4,80000000,0.03397059999997509
0.62306430000001,abs,5,8000000,0.015439700000001721
0.5018876999999975,sum,5,80000000,0.03404450000004999
0.5009330999999975,where,5,80000000,0.03400350000003982
0.6234878999999864,abs,6,8000000,0.015583099999957994
0.5012825999999677,sum,6,80000000,0.03403939999998329
0.5008834000000206,where,6,80000000,0.03402840000001106
0.6278267999999798,abs,7,8000000,0.01546409999991738
0.5008090000000038,sum,7,80000000,0.03402549999998428
0.500931899999955,where,7,80000000,0.03407820000006723
0.6258724000000484,abs,8,8000000,0.01550689999999122
0.5018317999999908,sum,8,80000000,0.03393600000003971
0.5011251000000811,where,8,80000000,0.033870900000010806
0.6222837999999911,abs,9,8000000,0.015496099999950275
0.5021203000000014,sum,9,80000000,0.03403219999995599
0.5030672999999979,where,9,80000000,0.03401860000008128
0.7023781000000326,abs,0,9000000,0.017499600000064675
0.5645712000000458,sum,0,90000000,0.038429600000085884
0.5687811000000238,where,0,90000000,0.03813290000005054
0.7016300999999885,abs,1,9000000,0.01776510000001963
0.5636074999999892,sum,1,90000000,0.03825270000004366
0.5636050999999043,where,1,90000000,0.03839019999998072
0.7023360000000594,abs,2,9000000,0.017333199999939097
0.5643231999999898,sum,2,90000000,0.03829889999997249
0.5643151000000444,where,2,90000000,0.038156699999944976
0.7014368000000104,abs,3,9000000,0.017548000000033426
0.563655400000016,sum,3,90000000,0.03807870000002822
0.5646785999999793,where,3,90000000,0.03844859999992423
0.701560900000004,abs,4,9000000,0.017370200000073055
0.5637772000000041,sum,4,90000000,0.038185999999996056
0.563210099999992,where,4,90000000,0.038560899999993126
0.7005331000000297,abs,5,9000000,0.017430999999987762
0.5632602999999108,sum,5,90000000,0.038161999999942964
0.5643982999999935,where,5,90000000,0.0381816000000299
0.7016515000000254,abs,6,9000000,0.017391599999996288
0.5656725999999708,sum,6,90000000,0.0382136000000628
0.5638086000000158,where,6,90000000,0.038121899999964626
0.7053570000000491,abs,7,9000000,0.017678499999988162
0.563741200000095,sum,7,90000000,0.038318499999832056
0.5640218999999433,where,7,90000000,0.03859140000008665
0.7005526999998892,abs,8,9000000,0.01746269999989636
0.563990399999966,sum,8,90000000,0.03812940000011622
0.5634348999999474,where,8,90000000,0.03815529999997125
0.7091323999998167,abs,9,9000000,0.017599499999960244
0.5644671000000017,sum,9,90000000,0.03823640000018713
0.5645630000001347,where,9,90000000,0.03826249999997344
0.785070899999937,abs,0,10000000,0.01916449999998804
0.6261179999999058,sum,0,100000000,0.042885800000021845
0.6257877000000462,where,0,100000000,0.04245700000001307
0.7847412999999506,abs,1,10000000,0.019591900000023088
0.6257147999999688,sum,1,100000000,0.04240400000003319
0.6259008999998059,where,1,100000000,0.0430609000000004
0.7829472000000806,abs,2,10000000,0.019129300000031435
0.6259006000000227,sum,2,100000000,0.04249690000006012
0.6283135000001039,where,2,100000000,0.042612799999915296
0.7853402000000642,abs,3,10000000,0.019136399999979403
0.6259491999999227,sum,3,100000000,0.04235760000005939
0.6261623000000327,where,3,100000000,0.0424963000000389
0.7900637999998708,abs,4,10000000,0.01964810000004036
0.6264774000001125,sum,4,100000000,0.042409899999938716
0.6259897999998429,where,4,100000000,0.04245539999988068
0.7850722000000587,abs,5,10000000,0.01914970000007088
0.6271635999999035,sum,5,100000000,0.042636099999981525
0.6265775000001668,where,5,100000000,0.042302899999867805
0.7861765999998624,abs,6,10000000,0.019128899999941495
0.6272268000000167,sum,6,100000000,0.042520299999978306
0.6279999999999291,where,6,100000000,0.042488100000127815
0.7847140999999738,abs,7,10000000,0.019134399999984453
0.626242700000148,sum,7,100000000,0.04242240000007769
0.6262810000000627,where,7,100000000,0.04247440000017377
0.8364254999999048,abs,8,10000000,0.019271899999921516
0.646006400000033,sum,8,100000000,0.04263970000010886
0.6266289000000143,where,8,100000000,0.04262680000010732
0.785287100000005,abs,9,10000000,0.01911670000004051
0.6263467999999648,sum,9,100000000,0.04227530000002844
0.6267253000000892,where,9,100000000,0.04245719999994435
