err,graph_type,mean,method_name,n
0.017651665209719062,erdos_renyi,0.8011898000000001,newman,250
0.667370895824231,erdos_renyi,9.48478382,newman,500
0.9326549050028876,erdos_renyi,58.50922372,newman,750
1.5874755029151562,erdos_renyi,144.33926742000003,newman,1000
4.295961966490689,erdos_renyi,287.84702672000003,newman,1250
