err,graph_type,mean,method_name,n
0.0031971684728925955,holme_kim,0.2272493399999803,brandes,500
0.01032454097547945,holme_kim,0.7578595599999971,brandes,1000
0.040153489964040286,holme_kim,1.660019259999899,brandes,1500
0.012201002026018086,holme_kim,2.9595251999999164,brandes,2000
0.0510472437753389,holme_kim,4.911839359999431,brandes,2500
0.03587743747417135,holme_kim,7.7070200999998635,brandes,3000
0.037896900269077556,holme_kim,11.115661000000182,brandes,3500
0.05165108137630331,holme_kim,15.80730055999993,brandes,4000
0.03622843069970455,holme_kim,19.819223340000462,brandes,4500
0.026414047846906364,holme_kim,25.68161585999951,brandes,5000
